username,user_role,sample_id,title,author,truth_genre,source_type,origin,is_poetry,quality_grade,updated_at
annotator_02,annotator,106,秋日黄昏,海子,poem,modern,,true,,Wed Aug 12 2026 09:07:50 GMT+0000 (Coordinated Universal Time)
annotator_02,annotator,466,新定途中 (1),杜牧,poem,classic,,false,,Wed Aug 12 2026 09:08:49 GMT+0000 (Coordinated Universal Time)
annotator_02,annotator,923,无题,,nonpoem,news,,false,,Wed Aug 12 2026 09:08:52 GMT+0000 (Coordinated Universal Time)
annotator_02,annotator,596,无题,,nonpoem,social,,false,,Wed Aug 12 2026 09:08:53 GMT+0000 (Coordinated Universal Time)
annotator_02,annotator,675,聊聊帮你写App端,,nonpoem,social,,false,,Wed Aug 12 2026 09:08:55 GMT+0000 (Coordinated Universal Time)
annotator_02,annotator,39,小风景,顾城,poem,modern,,true,,Wed Aug 12 2026 09:09:01 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,170,天鹅,张枣,poem,modern,,true,,Thu Aug 13 2026 08:47:08 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,536,无题,,nonpoem,social,,false,,Thu Aug 13 2026 08:47:11 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,558,关于是男的,,nonpoem,social,,false,,Thu Aug 13 2026 08:47:15 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,115,天鹅,海子,poem,modern,,true,,Thu Aug 13 2026 08:47:19 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,806,本报讯的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:47:26 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,51,星月的来由,顾城,poem,modern,,true,,Thu Aug 13 2026 08:47:28 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,802,聊聊同一个专业,,nonpoem,news,,false,,Thu Aug 13 2026 08:47:30 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,217,雪花的快乐,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:47:32 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,790,明珠三国的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:47:38 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,97,草原上,海子,poem,modern,,true,,Thu Aug 13 2026 08:47:44 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,142,西湖梦,张枣,poem,modern,,true,,Thu Aug 13 2026 08:47:47 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,840,聊聊已经美得无以复加,,nonpoem,news,,false,,Thu Aug 13 2026 08:47:51 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,164,海底的幸福夜,张枣,poem,modern,,true,,Thu Aug 13 2026 08:47:51 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,272,晓日,韩偓,poem,classic,,true,,Thu Aug 13 2026 08:47:54 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,92,七月不远,海子,poem,modern,,true,,Thu Aug 13 2026 08:47:56 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,880,关于但跟你开会就不会,,nonpoem,news,,false,,Thu Aug 13 2026 08:47:59 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,157,南京,张枣,poem,modern,,true,,Thu Aug 13 2026 08:48:06 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,703,中国债市入门的一点思考,,nonpoem,social,,false,,Thu Aug 13 2026 08:48:07 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,233,地中海中梦埃及魂入梦,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:48:10 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,234,五老峰,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:48:12 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,79,为什么你不生活在沙漠上,海子,poem,modern,,true,,Thu Aug 13 2026 08:48:14 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,502,无题,,nonpoem,social,,false,,Thu Aug 13 2026 08:48:17 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,644,所见·可视化创作时间轴,,nonpoem,social,,false,,Thu Aug 13 2026 08:48:19 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,32,早发的种子,顾城,poem,modern,,true,,Thu Aug 13 2026 08:48:24 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,123,八月尾,海子,poem,modern,,true,,Thu Aug 13 2026 08:48:28 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,800,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:48:30 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,981,聊聊该店店主称,,nonpoem,news,,false,,Thu Aug 13 2026 08:48:32 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,33,老人,顾城,poem,modern,,true,,Thu Aug 13 2026 08:48:35 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,239,古怪的世界,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:48:37 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,880,关于但跟你开会就不会,,nonpoem,news,,true,,Thu Aug 13 2026 08:48:39 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,510,聊聊我很讨厌现代诗,,nonpoem,social,,false,,Thu Aug 13 2026 08:48:41 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,947,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:48:43 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,199,他眼里有你,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:48:44 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,107,雨鞋,海子,poem,modern,,true,,Thu Aug 13 2026 08:48:47 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,755,今天的胡菲对这位球员网,,nonpoem,news,,false,,Thu Aug 13 2026 08:48:49 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,642,我眼中的怎么下,,nonpoem,social,,false,,Thu Aug 13 2026 08:48:52 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,324,寓言,黄滔,poem,classic,,true,,Thu Aug 13 2026 08:48:54 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,637,无题,,nonpoem,social,,true,,Thu Aug 13 2026 08:48:54 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,222,小影（The Portrait） (1),徐志摩,poem,modern,,false,,Thu Aug 13 2026 08:48:57 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,230,朝雾里的小草花,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:49:00 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,84,谣曲,海子,poem,modern,,true,,Thu Aug 13 2026 08:49:03 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,182,灯笼镇,张枣,poem,modern,,true,,Thu Aug 13 2026 08:49:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,74,死亡之诗（之一）,海子,poem,modern,,true,,Thu Aug 13 2026 08:49:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,252,将发循州社日于所居馆宴送,裴夷直,poem,classic,,true,,Thu Aug 13 2026 08:49:07 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,189,婴儿,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:49:08 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,515,我不会删除任何评的一点思考,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:12 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,142,西湖梦,张枣,poem,modern,,true,,Thu Aug 13 2026 08:49:13 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,706,我眼中的上新中,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:14 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,985,他有事不敢跟我说的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:49:16 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,781,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:49:18 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,627,我眼中的怎么下,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:21 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,196,天神似的英雄,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:49:22 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,44,爱的日记,顾城,poem,modern,,true,,Thu Aug 13 2026 08:49:24 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,802,聊聊同一个专业,,nonpoem,news,,false,,Thu Aug 13 2026 08:49:27 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,244,这年头活着不易,徐志摩,poem,modern,,false,,Thu Aug 13 2026 08:49:32 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,656,所以是78的一点思考,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:35 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,200,天国的消息,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:49:36 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,702,十个海子全部醒来，然后,,nonpoem,social,,true,,Thu Aug 13 2026 08:49:38 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,668,荆州，然后,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:40 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,903,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:49:43 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,551,无题,,nonpoem,social,,false,,Thu Aug 13 2026 08:49:52 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,436,齐安郡中偶题二首,杜牧,poem,classic,,true,,Thu Aug 13 2026 08:49:55 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,207,在哀克刹脱教堂前（Exeter）,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:49:56 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,100,太平洋的献诗,海子,poem,modern,,true,,Thu Aug 13 2026 08:49:59 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,187,南岸第一次雪花,张枣,poem,modern,,true,,Thu Aug 13 2026 08:49:59 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,532,所见·孩子妈,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:01 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,906,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:03 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,113,眺望北方,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:03 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,60,小巷,顾城,poem,modern,,true,,Thu Aug 13 2026 08:50:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,914,就在广州到处游荡，然后,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:09 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,79,为什么你不生活在沙漠上,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:10 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,862,他说的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:11 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,85,诗人叶赛宁（组诗）,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:15 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,971,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:18 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,806,本报讯的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:20 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,546,今天的他始终保持着写作,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:23 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,992,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:24 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,778,所见·前值,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:26 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,135,雪,张枣,poem,modern,,true,,Thu Aug 13 2026 08:50:26 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,90,远方,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:28 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,574,今天的5年就要有成果,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:28 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110042,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:29 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,960,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:29 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,148,老师,张枣,poem,modern,,true,,Thu Aug 13 2026 08:50:31 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,297,秋雨,薛能,poem,classic,,true,,Thu Aug 13 2026 08:50:31 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109784,五 不要追问太阳,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:50:32 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,120,主人,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:33 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109842,在大风暴来临的时候,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:50:34 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,3,对宇宙大声发问,顾城,poem,modern,,true,,Thu Aug 13 2026 08:50:34 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,854,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:34 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,111,肉体（之一）,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:35 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,940,今天的他表示,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:37 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,176,朦胧时代的老人,张枣,poem,modern,,true,,Thu Aug 13 2026 08:50:37 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,869,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:38 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,16,地基,顾城,poem,modern,,true,,Thu Aug 13 2026 08:50:39 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,55,两组灵魂的和声,顾城,poem,modern,,true,,Thu Aug 13 2026 08:50:41 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,540,无题,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:42 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,162,合唱队,张枣,poem,modern,,true,,Thu Aug 13 2026 08:50:43 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109780,分离,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:50:44 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,460,绿萝,杜牧,poem,classic,,true,,Thu Aug 13 2026 08:50:44 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,86,十四行：王冠,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:45 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110,秋,海子,poem,modern,,true,,Thu Aug 13 2026 08:50:46 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109940,安慰,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:50:46 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,773,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:46 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,594,无题,,nonpoem,social,,true,,Thu Aug 13 2026 08:50:48 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,679,我眼中的试图在四,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:48 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,763,无题,,nonpoem,news,,true,,Thu Aug 13 2026 08:50:50 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,925,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:51 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,823,无题,,nonpoem,news,,true,,Thu Aug 13 2026 08:50:52 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,759,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:53 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,196,天神似的英雄,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:50:53 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109970,所见·增聘童汀先生,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:54 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,794,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:55 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,362,寻陆鸿渐不遇,僧皎然,poem,classic,,true,,Thu Aug 13 2026 08:50:55 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,780,我眼中的在欧,,nonpoem,news,,false,,Thu Aug 13 2026 08:50:56 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,838,聊聊再度传讯吴景,,nonpoem,news,,true,,Thu Aug 13 2026 08:50:57 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,629,聊聊拯救卤味计划,,nonpoem,social,,false,,Thu Aug 13 2026 08:50:59 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,349,同耿拾遗春中题第四郎新修书院,卢纶,poem,classic,,true,,Thu Aug 13 2026 08:50:59 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,28,海峡那边的平安,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:01 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,706,我眼中的上新中,,nonpoem,social,,false,,Thu Aug 13 2026 08:51:02 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,137,厨师,张枣,poem,modern,,true,,Thu Aug 13 2026 08:51:03 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,473,山寺,杜牧,poem,classic,,true,,Thu Aug 13 2026 08:51:03 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,62,远和近,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109796,别,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,611,聊聊世界杯,,nonpoem,social,,false,,Thu Aug 13 2026 08:51:05 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,650,emmm，然后,,nonpoem,social,,false,,Thu Aug 13 2026 08:51:06 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,59,倾听时间,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:08 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,946,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:09 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,377,风雨,李商隐,poem,classic,,true,,Thu Aug 13 2026 08:51:10 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,179,桃花园,张枣,poem,modern,,true,,Thu Aug 13 2026 08:51:11 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,411,已凉,韩偓,poem,classic,,true,,Thu Aug 13 2026 08:51:11 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,866,所见·这个,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:13 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109894,摄,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:14 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,908,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:14 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,62,远和近,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:15 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,716,Faclon的一点思考,,nonpoem,social,,false,,Thu Aug 13 2026 08:51:16 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110139,今天的他说,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:16 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,895,关于统计显示,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:18 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,5,灵魂有一个孤寂的住所,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:19 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,638,今天的最近听了一场某国,,nonpoem,social,,true,,Thu Aug 13 2026 08:51:20 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,813,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:21 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109910,木偶,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:21 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,211,在那山道旁,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:51:23 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,997,无题,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:24 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110054,都让人的一点思考,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:25 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,46,有时，我真想,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:26 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109785,枫,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:27 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,96,云朵,海子,poem,modern,,true,,Thu Aug 13 2026 08:51:28 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109789,情诗一束,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:29 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,249,珊瑚,徐志摩,poem,modern,,true,,Thu Aug 13 2026 08:51:30 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109835,夜航,LiBai,poem,ai,,true,,Thu Aug 13 2026 08:51:31 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,215,你是谁呀,徐志摩,poem,modern,,false,,Thu Aug 13 2026 08:51:31 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,161,来临,张枣,poem,modern,,true,,Thu Aug 13 2026 08:51:31 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,963,我眼中的女性论坛上,,nonpoem,news,,true,,Thu Aug 13 2026 08:51:33 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,143,（一稿）,张枣,poem,modern,,false,,Thu Aug 13 2026 08:51:33 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110060,关于他们不会害怕蜘蛛,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:34 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,229,幻想,徐志摩,poem,modern,,false,,Thu Aug 13 2026 08:51:34 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,31,珠贝,顾城,poem,modern,,true,,Thu Aug 13 2026 08:51:35 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,770,我眼中的深灰色的运动套装,,nonpoem,news,,true,,Thu Aug 13 2026 08:51:36 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,109998,所以想留下来，然后,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:37 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,613,我眼中的马拉松爱好者,,nonpoem,social,,false,,Thu Aug 13 2026 08:51:38 GMT+0000 (Coordinated Universal Time)
annotator_01,annotator,110084,所见·度开发,,nonpoem,news,,false,,Thu Aug 13 2026 08:51:39 GMT+0000 (Coordinated Universal Time)
